text,emoji
i fight for him when i feel it is just he said and alexander's gaze seemed to turn curious,surprise
i just really feel so curious about whether you and dad have ever been bitten,surprise
i would feel disheartened so i would then go and do cardio for another hour to achieve calories,sadness
i am feeling so stunned and sad about the earthquake in christchurch new zealand yesterday,surprise
i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby,fear
i got a great pump and halfway through the workout i started to feel fantastic,joy
i feel privileged to have played against him,joy
i managed to re learn feeling insecure again,fear
i didn't allow myself to feel the emotional depths of my sorrow,sadness
i hope you can feel that and will take the time to feel tender about your life for a moment,love
i feel this way as this version of myself gentle gazing i realise something over and over again,love
i had that feeling in a very very long while and i couldnt decide whether i liked it or not,love
i go up to her and i say feeling very impressed with myself youre naomi klein right,surprise
i feel like that because for the most part i have accepted that this is a part of my life and that people will never changed,love
i feel despised and i dont deserve that,anger
i can imagine someone feeling jealous lonely or scared,anger
i'm begging fate not to mess with the next cycle to let it look as pretty as this one so i can at least go in feeling reassured,joy
i suppose i felt odd and different too and liked to feel accepted even on a superficial level for an hour or two,love
i get on the bike temperature is good no wind ya not until turning around and the first feels fabulous mph average i am thinking oh yes going for today and it may just be easy,joy
